AirportCode	CityName	WorldAreaCode
HMG	"HERMANNSBURG N.T.        "	802
HMI	"HAMI                         "	713
HMJ	"KHMELNITSKIY UKRAINE              "	488
HMN	"ALAMOGORDO            "	86
HMO	"HERMOSILLO MEXICO                 "	148
HMR	"HAMAR                        "	465
HMS	"HOMESHORE                 "	1
HMT	"HEMET                 "	91
HMV	"HEMAVAN                     "	484
HNA	"MORIOKA                       "	736
HNB	"HUNTINGBURG NA            "	42
HNC	"HATTERAS         "	36
HND	"TOKYO  .                      "	736
HNE	"TAHNETA PASS LODGE        "	1
HNG	"HIENGHENE NEW CALEDONIA           "	846
HNH	"HOONAH                    "	1
HNI	"HEIWENI          "	804
HNK	"HINCHINBROOK ISLAND QLD. AUSTRALI"	802
HNL	"HONOLULU OAHU           "	2
HNM	"HANA MAUI               "	2
HNN	"HONINABI         "	804
HNS	"HAINES                    "	1
HNX	"HANNA                    "	88
HNY	"HENGYANG             "	713
HOA	"HOLA                         "	535
HOB	"HOBBS                 "	86
HOC	"KOMAKO           "	804
HOD	"HODEIDA                       "	694
HOE	"HOUEISAY                      "	744
HOF	"HAFUF                 "	670
HOG	"HOLGUIN                       "	219
HOH	"HOHENEMS AUSTRIA                  "	403
HOI	"HAO  S. PACIFIC "	823
HOK	"HOOKER CREEK N.T.        "	802
HOL	"HOLIKACHUK                "	1
HOM	"HOMER                     "	1
HON	"HURON               "	67
HOO	"QUANG DUC SOC. REP. OF VIETNAM    "	791
HOP	"HOPKINSVILLE KENTUCKY          "	52
HOQ	"HOF                         "	429
HOR	"HORTA FAIAL IS. AZORES           "	469
HOS	"HOSANA                     "	522
HOT	"HOT SPRINGS AR            "	71
HOU	"HOUSTON                    "	74
HOV	"ORSTA/VOLDA                  "	465
HOW	"FORT KOBBE PANAMA--HOWARD AFB     "	162
HOX	"HOMALIN MYANMAR                   "	706
HOY	"HOY IS. SCOTLAND (U.K.)          "	493
HPA	"LIFUKA HAAPAI GROUP TONGA IS.    "	881
HPB	"HOOPER BAY                "	1
HPE	"HOPE VALE QLD            "	802
HPH	"HAIPHONG SOC. REP. OF VIET NAM    "	791
HPN	"WHITE PLAINS NEW YORK          "	22
HPR	"PRETORIA  -CENTRAL     "	562
HPT	"HAMPTON                  "	61
HPV	"HANALEI KAUAI           "	2
HPY	"BAYTOWN                    "	74
HQM	"HOQUIAM/ABERDEEN      "	93
HRA	"MANSEHRA                   "	764
HRB	"HARBIN MANCHURIA            "	713
HRD	"HARSTAD                      "	465
HRE	"HARARE ZIMBABWE                   "	565
HRG	"HURGHADA         "	591
HRJ	"CHAURJHARI                   "	755
HRK	"KHARKOV UKRAINE                   "	488
HRL	"HARLINGEN                  "	74
HRM	"HASSI R MEL                 "	500
HRN	"HERON ISLAND QLD         "	802
HRO	"HARRISON AR               "	71
HRR	"HERRERA                   "	327
HRS	"HARRISMITH             "	562
HRT	"HARROGATE               "	493
HRY	"HENBURY N.T.             "	802
HSB	"HARRISBURG             "	41
HSC	"SHAOGUAN             "	713
HSH	"LAS VEGAS                 "	85
HSI	"HASTINGS                "	65
HSL	"HUSLIA                    "	1
HSM	"HORSHAM VIC.             "	802
HSP	"HOT SPRINGS            "	38
HSS	"HISSAR                       "	733
HST	"HOMESTEAD                "	33
HSV	"HUNTSVILLE/DECATUR      "	51
HSZ	"HSINCHU                     "	781
HTA	"CHITA                        "	770
HTB	"TERRE-DE-BAS            "	235
HTF	"HATFIELD               "	493
HTG	"HATANGA                      "	770
HTH	"HAWTHORNE                 "	85
HTI	"HAMILTON ISLAND     "	802
HTN	"KHOTAN                       "	713
HTO	"EAST HAMPTON NEW YORK          "	22
HTR	"HATERUMA                      "	736
HTS	"ASHLANDKY/HUNTINGTON WV       "	39
HTU	"HOPETOUN VIC.            "	802
HTV	"HUNTSVILLE                 "	74
HTW	"CHESAPEAKE                  "	44
HTZ	"HATO COROZAL              "	327
HUA	"HUNTSVILLE              "	51
HUB	"HUMBERT RIVER N.T.       "	802
HUC	"HUMACAO PUERTO RICO               "	3
HUD	"HUMBOLDT                 "	61
HUE	"HUMERA                     "	522
HUF	"TERRE HAUTE NA            "	42
HUG	"HUEHUETENANGO            "	127
HUH	"HUAHINE SOC. IS.    "	823
HUI	"HUE SOC. REP. OF VIETNAM          "	791
HUJ	"HUGO OKLAHOMA                  "	73
HUK	"HUKUNTSI                 "	510
HUL	"HOULTON MAINE                  "	12
HUM	"HOUMA LOUISIANA                "	72
HUN	"HUALIEN                     "	781
HUQ	"HOUN LIBYAN A JAMAHIRIYAH         "	538
HUS	"HUGHES                    "	1
HUT	"HUTCHINSON                "	62
HUU	"HUANUCO                       "	368
HUV	"HUDIKSVALL                  "	484
HUX	SANTA CRUZ HUATULCO                	148
HUY	"HUMBERSIDE         "	493
HUZ	"HUIZHOU              "	713
HVA	"ANALALAVA        "	541
HVB	"HERVEY BAY          "	802
HVD	"KHOVD MONGOLIA                    "	751
HVE	"HANKSVILLE UTAH                "	87
HVG	"HONNINGSVAG                  "	465
HVK	"HOLMAVIK                   "	439
HVM	"HVAMMSTANGI                "	439
HVN	"NEW HAVEN CONNECTICUT          "	11
HVR	"HAVRE                   "	84
HVS	"HARTSVILLE SOUTH CAROLINA      "	37
HWA	"HAWABANGO        "	804
HWD	"HAYWARD               "	91
HWI	"HAWK INLET                "	1
HWK	HAWKER S.                  	802
HWN	"HWANGE NATIONAL PARK ZIMBABWE     "	565
HXX	"HAY                "	802
HYA	"HYANNIS          "	13
HYC	"HIGH WYCOMBE            "	493
HYD	"HYDERABAD                    "	733
HYF	"HAYFIELDS        "	804
HYG	"HYDABURG                  "	1
HYL	"HOLLIS                    "	1
HYN	"HUANGYAN             "	713
HYR	"HAYWARD              "	45
HYS	"HAYS                      "	62
HYT	"HUMAITA                      "	316
HYV	"HYVINKAA                   "	425
HZB	"HAZEBROUCK                    "	427
HZG	"HANZHONG                     "	713
HZK	H                                  	439
HZL	"HAZLETON            "	23
HZV	"HAZYVIEW               "	562
IAA	"IGARKA                       "	770
IAB	"WICHITA                   "	62
IAD	"  D.C.                "	32
IAG	"NIAGARA FALLS NEW YORK         "	22
IAH	"HOUSTON                    "	74
IAM	"IN AMENAS                   "	500
IAN	"KIANA                     "	1
IAQ	"BAHREGAN       "	632
IAR	"YAROSLAVL                    "	475
IAS	"IASI ROMANIA                      "	473
IAU	"IAURA            "	804
IBA	"IBADAN                      "	555
IBE	"IBAGUE                    "	327
IBI	"IBOKI            "	804
IBO	"IBO                    "	550
IBP	"IBERIA                        "	368
IBZ	"IBIZA                        "	482
ICA	"ICABARU                  "	388
ICI	"CICIA                         "	821
ICK	"NIEUW NICKERIE SURINAM            "	379
ICL	"CLARINDA                 "	61
ICO	"SICOGON ISLAND          "	766
ICR	"NICARO                        "	219
ICT	"WICHITA                   "	62
ICY	"ICY BAY                   "	1
IDA	"FALLS              "	83
IDB	"IDRE                        "	484
IDF	"IDIOFA ZAIRE                      "	517
IDG	"IDA GROVE                "	61
IDI	"NA             "	23
IDK	"INDULKANA S.              "	802
IDN	"INDAGEN          "	804
IDO	"SANTA ISABEL DO MORRO        "	316
IDR	"INDORE                       "	733
IDY	"ILE D YEU                     "	427
IEG	"ZIELONA GORA POLAND               "	467
IEJ	"IEJIMA                        "	736
IES	"RIESA                       "	429
IEV	"KIEV UKRAINE                      "	488
IFA	"IOWA FALLS               "	61
IFF	"IFFLEY              "	802
IFJ	"ISAFJORDUR                 "	439
IFL	"INNISFAIL           "	802
IFN	"ISFAHAN                        "	632
IFO	"IVANO-FRANKOVSK UKRAINE           "	488
IFP	"BULLHEAD CITY AZ/LAUGHLIN NV  "	81
IGA	"INAGUA                     "	204
IGB	"INGENIERO JACOBACCI       "	303
IGE	"IGUELA                        "	526
IGG	"IGIUGIG                   "	1
IGH	"INGHAM              "	802
IGL	"IZMIR                        "	679
IGM	"KINGMAN                 "	81
IGN	"ILIGAN                  "	766
IGO	"CHIGORODO                 "	327
IGR	"IGUASSU FALLS             "	303
IGU	"IGUASSU FALLS                "	316
IGZ	"IGUATU                       "	316
IHA	"NIIHAMA                       "	736
IHN	"QISHN                         "	694
IHO	"IHOSY            "	541
IHU	"IHU              "	804
IIA	"INISHMAAN REPUBLIC OF IRELAND     "	441
IIN	"NISHINOOMOTE                  "	736
IIS	"NISSAN ISLAND    "	804
IJK	"IZHEVSK                      "	475
IJU	"IJUI                         "	316
IJX	"JACKSONVILLE           "	41
IKB	"WILKESBORO       "	36
IKI	"IKI                           "	736
IKK	"KANKAKEE               "	41
IKL	"IKELA ZAIRE                       "	517
IKO	"NIKOLSKI                  "	1
IKP	"INKERMAN            "	802
IKS	"TIKSI                        "	770
IKT	"IRKUTSK                      "	770
ILA	"ILLAGA                   "	832
ILB	"ILHA SOLTEIRA MS            "	316
ILE	"KILLEEN                    "	74
ILF	"ILFORD MANITOBA            "	926
ILG	"PHILADELPHIA PA/WILMINGTON DE "	31
ILI	"ILIAMNA                   "	1
ILK	"ILAKA            "	541
ILL	"WILLMAR MINNESOTA              "	63
ILM	"WILMINGTON       "	36
ILN	"WILMINGTON                  "	44
ILO	"ILOILO                  "	766
ILP	"ILE DES PINS NEW CALEDONIA        "	846
ILQ	"ILO                           "	368
ILR	"ILORIN                      "	555
ILU	"KILAGUNI                     "	535
ILX	"ILEG             "	804
ILY	"ISLAY SCOTLAND (U.K.)            "	493
ILZ	"ZILINA SLOVAKIA                   "	483
IMA	"IAMALELE         "	804
IMB	"IMBAIMADAI GUYANA                 "	350
IMD	"IMONDA           "	804
IMF	"IMPHAL                       "	733
IMG	"INHAMINGA              "	550
IMI	"INE MARSHALL ISLANDS              "	844
IMK	"SIMIKOT                      "	755
IML	"IMPERIAL                "	65
IMM	"IMMOKALEE                "	33
IMN	"IMANE            "	804
IMO	"ZEMIO CEN. AFRICAN REPUBLIC       "	509
IMP	"IMPERATRIZ                   "	316
IMT	"IRON MOUNTAIN          "	43
IMZ	"NIMROZ AFGHANISTAN                "	701
INA	"INTA                         "	475
INB	"INDEPENDENCE BELIZE               "	106
INC	"YINCHUAN                     "	713
IND	"NAPOLIS NA           "	42
INE	"CHINDE                 "	550
INF	"IN GUEZZAM                  "	500
ING	"LAGO ARGENTINO            "	303
INH	"INHAMBANE              "	550
INI	"NIS SERBIA                        "	480
INJ	"INJUNE              "	802
INK	"WINK                       "	74
INL	"INTERNATIONAL FALLS MINNESOTA  "	63
INM	"INNAMINCKA S.             "	802
INN	"INNSBRUCK AUSTRIA                 "	403
INO	"INONGO ZAIRE                      "	517
INQ	"INISHEER REPUBLIC OF IRELAND      "	441
INS	"N SPRINGS            "	85
INT	"WINSTON-SALEM    "	36
INU	"NAURU REP. OF NAURU               "	845
INV	"INVERNESS SCOTLAND (U.K.)        "	493
INW	"WINSLOW                 "	81
INX	"INANWATAN                "	832
INY	"INYATI                 "	562
INZ	"IN SALAH                    "	500
IOA	"IOANNINA                     "	433
IOK	"IOKEA            "	804
IOM	"ISLE OF MAN U.K.                  "	493
ION	"IMPFONDO   "	515
IOP	"IOMA             "	368
IOR	"INISHMORE REPUBLIC OF IRELAND     "	441
IOS	"ILHEUS                       "	316
IOU	"ILE OUEN NEW CALEDONIA            "	846
IOW	"IOWA CITY                "	61
IPA	"IPOTA VANUATU                     "	885
IPC	"EASTER ISLAND        "	324
IPE	"IPIL                    "	766
IPG	"IP GA                     "	316
IPH	"IPOH                      "	749
IPI	"IPIALES                   "	327
IPL	"EL CENTRO             "	91
IPN	"IPATINGA                     "	316
IPO	"IPORA                        "	316
IPT	"WILLIAMSPORT        "	23
IPU	"IPIAU BAHIA                 "	316
IPW	"IPSWICH            "	493
IQM	"QIEMO                        "	713
IQN	"QINGYANG                     "	713
IQQ	"IQUIQUE CHILE                     "	324
IQT	"IQUITOS                       "	368
IRA	"KIRA KIRA              "	874
IRB	"IRAAN                      "	74
IRC	"CIRCLE                    "	1
IRD	"ISHURDI BANGLADESH                "	703
IRE	"IRECE                        "	316
IRG	"IRON RANGE          "	802
IRI	"IRINGA                    "	585
IRJ	"LA RIOJA                  "	303
IRK	"KIRKSVILLE              "	64
IRN	"IRIONA HONDURAS                   "	131
IRO	"BIRAO CEN. AFRICAN EMPIRE         "	509
IRP	"ISIRO ZAIRE                       "	517
IRS	"STURGIS                "	43
ISA	"MT. ISA             "	802
ISB	"ISLAMABAD/RAWALPINDI       "	764
ISC	"ISLES OF SCILLY U.K.              "	493
ISD	"ISCUANDE                  "	327
ISG	"ISHIGAKI                      "	736
ISH	"ISCHIA                        "	450
ISI	"ISISFORD            "	802
ISJ	"ISLA MUJERES MEXICO               "	148
ISK	"NASIK                        "	679
ISL	"ISABEL PASS               "	1
ISM	"KISSIMMEE                "	33
ISN	"WILLISTON        "	66
ISO	"KINSTON          "	36
ISP	"ISLIP/LONG ISLAND NEW YORK     "	22
ISQ	"MANISTIQUE             "	43
ISS	"WISCASSET MAINE                "	12
IST	"ISTANBUL                     "	679
ISW	"RAPIDS     "	45
ITA	"ITACOATIARA                  "	316
ITB	"ITAITUBA                     "	316
ITE	"ITUBERA BAHIA               "	316
ITH	"ITHACA NEW YORK                "	22
ITI	"ITAMBACURI                   "	316
ITJ	"ITAJAI                       "	316
ITK	"ITOKAMA          "	804
ITM	"OSAKA                         "	736
ITN	"ITABUNA                      "	316
ITO	"HILO                     "	2
ITP	"ITAPETINGA                   "	316
ITQ	"ITAQUI                       "	316
ITU	"ITUIUTABA                    "	316
IUE	"NIUE ISLAND NIUE                  "	852
IUL	"ILU                      "	832
IUM	"SUMMIT LAKE BC             "	906
IUS	"INUS             "	804
IVA	"AMBANJA          "	541
IVC	"INVERCARGILL NEW ZEALAND          "	851
IVG	"IVANGRAD MONTENEGRO               "	459
IVH	"IVISHAK                   "	1
IVL	"IVALO                      "	425
IVO	"CHIVOLO                   "	327
IVR	"INVERELL           "	802
IVW	"INVERWAY N.T.            "	802
IWA	"IVANOVO                      "	475
IWD	"IRONWOOD               "	43
IWJ	"IWAMI                         "	736
IWO	"IWO JIMA                      "	736
IWS	"HOUSTON                    "	74
IXA	"AGARTALA                     "	733
IXB	"BAGDOGRA                     "	733
IXC	"CHANDIGARH                   "	733
IXD	"ALLAHABAD                    "	733
IXE	"MANGALORE                    "	733
IXG	"BELGAUM                      "	733
IXH	"KAILASHAHAR                  "	733
IXI	"LILABARI                     "	733
IXJ	"JAMMU                        "	733
IXK	"KESHOD                       "	733
IXL	"LEH                          "	733
IXM	"MADURAI                      "	733
IXN	"KHOWAI                       "	733
IXP	"PATHANKOT                    "	733
IXQ	"KAMALPUR                     "	733
IXR	"RANCHI                       "	733
IXS	"SILCHAR                      "	733
IXT	"PASSIGHAT                    "	733
IXU	"AURANGABAD                   "	733
IXV	"ALONG                        "	733
IXW	"JAMSHEDPUR                   "	733
IXY	"KANDLA                       "	733
IXZ	"PORT BLAIR ANDAMAN IS.      "	733
IYK	"INYOKERN              "	91
IZM	"IZMIR                        "	679
IZO	"IZUMO                         "	736
IZT	"IXTEPEC MEXICO                    "	148
JAA	"JALALABAD AFGHANISTAN             "	701
JAB	"JABIRU N.T.              "	802
JAC	"JACKSON                  "	88
JAD	"JANDAKOT W.               "	802
JAE	"ATLANTA                  "	34
JAF	"JAFFNA                    "	711
JAG	"JACOBABAD                  "	764
JAH	"AUBAGNE                       "	427
JAI	"JAIPUR                       "	733
JAJ	"ATLANTA                  "	34
JAK	"JACMEL HAITI                      "	238
JAL	"JALAPA MEXICO                     "	148
JAM	"JAMBOL BULGARIA                   "	411
JAN	"JACKSON/VICKSBURG   "	53
JAO	"ATLANTA                  "	34
JAQ	"JACQUINOT BAY    "	804
JAR	"ARCADIA               "	91
JAS	"JASPER                     "	74
JAT	"JABAT MARSHALL ISLANDS            "	844
JAU	"JAUJA                         "	368
JAV	"JAKOBSHAVN GREENLAND              "	975
JAX	"JACKSONVILLE             "	33
JBC	"BOSTON           "	13
JBK	"BERKELEY              "	91
JBP	"LOS ANGELES           "	91
JBR	"JONESBORO AR              "	71
JBS	"PLEASANTON            "	91
JBT	"BETHEL                    "	1
JCA	"CANNES   -CROISETTE HELIPORT  "	427
JCB	"JOACABA                      "	316
JCC	"SAN FRANCISCO         "	91
JCD	"ST.CROIXVIRGIN IS.                "	4
JCE	"SAN FRANCISCO         "	91
JCH	"CHRISTIANSHAB GREENLAND           "	975
JCI	"  CITY             "	62
JCK	"JULIA CREEK         "	802
JCM	"JACOBINA                     "	316
JCN	"INCHEON REPUBLIC OF KOREA         "	778
JCO	"COMINO                      "	456
JCR	"JACAREACANGA PA             "	316
JCT	"JUNCTION                   "	74
JCY	"JOHNSON                    "	74
JDA	"JOHN DAY OREGON                "	92
JDB	"DALLAS/FT. WORTH           "	74
JDF	"JUIZ DE FORA                 "	316
JDH	"JODHPUR                      "	733
JDM	"MIAMI                    "	33
JDN	"JORDAN                  "	84
JDO	"JUAZEIRO DO NORTE            "	316
JDP	"PARIS-DE PARIS                "	427
JDT	"MINNEAPOLIS/ST PAUL MN-DT HLPT US"	63
JDX	"HOUSTON                    "	74
JDY	"DOWNEY                "	91
JDZ	"JINGDEZHEN                   "	713
JED	"JEDDAH                "	670
JEE	"JEREMIE HAITI                     "	238
JEF	"JEFFERSON CITY          "	64
JEG	"EGEDESMINDE GREENLAND             "	975
JEJ	"JEH MARSHALL ISLANDS              "	844
JEM	"EMERYVILLE            "	91
JEQ	"JEQUIE                       "	316
JER	"JERSEY CHANNEL IS. (U.K.)        "	493
JEV	"EVRY                          "	427
JFK	" NEW YORK              "	22
JFM	"FREMANTLE WA             "	802
JFN	"JEFFERSON                   "	44
